transaction_id,amount,payment_mode,merchant_category,dispute_reason_code,ip_shipping_match,failed_attempts_last_24h,account_age_days,past_dispute_count,is_vpn_used,is_chargeback_fraud
pay_00002182,150.63,CREDIT_CARD,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,1,157,0,0,0
pay_00002183,643.49,UPI,ELECTRONICS,13.3_NOT_AS_DESCRIBED,1,1,323,0,0,0
pay_00002184,1688.35,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,0,0,912,0,0,0
pay_00002185,4278.32,DEBIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,511,1,0,0
pay_00002186,3174.29,DEBIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,845,0,0,0
pay_00002187,2279.07,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,306,0,0,0
pay_00002188,2429.92,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,850,0,0,0
pay_00002189,1740.37,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,44,0,0,0
pay_00002190,552.24,CREDIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,0,0,717,0,0,1
pay_00002191,3665.88,UPI,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,1,799,0,0,0
pay_00002192,1766.33,NETBANKING,ELECTRONICS,13.3_NOT_AS_DESCRIBED,1,0,323,0,0,0
pay_00002193,1332.97,CREDIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,1,222,1,1,0
pay_00002194,276.47,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,259,0,0,0
pay_00002195,988.75,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,1,1,602,1,0,0
pay_00002196,1025.27,DEBIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,450,0,0,0
pay_00002197,3098.88,UPI,ELECTRONICS,13.3_NOT_AS_DESCRIBED,1,1,615,1,0,0
pay_00002198,1286.63,UPI,TRAVEL,10.5_VISA_EASY_PAYMENT,1,1,994,0,0,0
pay_00002199,818.02,CREDIT_CARD,TRAVEL,13.3_NOT_AS_DESCRIBED,1,0,358,2,0,0
pay_00002200,5745.43,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,0,0,717,1,0,1
pay_00002201,276.02,DEBIT_CARD,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,0,0,843,0,1,1
pay_00002202,923.7,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,869,1,0,0
pay_00002203,164.4,DEBIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,263,0,0,0
pay_00002204,2120.06,UPI,ELECTRONICS,13.3_NOT_AS_DESCRIBED,1,1,27,0,0,0
pay_00002205,3852.96,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,7,0,0,0
pay_00002206,592.83,NETBANKING,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,0,264,0,0,0
pay_00002207,3031.51,CREDIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,356,0,0,1
pay_00002208,618.43,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,554,0,0,0
pay_00002209,3724.81,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,0,1,221,0,0,1
pay_00002210,2203.4,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,853,0,0,0
pay_00002211,2551.42,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,154,0,0,0
pay_00002212,127.26,WALLET,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,0,0,573,0,0,0
pay_00002213,5037.59,WALLET,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,0,1,276,0,0,0
pay_00002214,2045.62,CREDIT_CARD,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,1,221,0,0,0
pay_00002215,645.23,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,591,0,0,0
pay_00002216,2752.6,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,1,87,0,0,0
pay_00002217,595.93,CREDIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,591,0,0,0
pay_00002218,3192.45,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,51,2,0,0
pay_00002219,279.16,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,1,842,0,0,0
pay_00002220,1924.5,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,0,2,898,0,0,0
pay_00002221,1267.07,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,1,0,240,0,0,0
pay_00002222,252.28,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,372,0,0,0
pay_00002223,515.4,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,128,0,0,0
pay_00002224,118.72,DEBIT_CARD,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,1,798,0,0,0
pay_00002225,1048.83,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,229,0,1,0
pay_00002226,637.73,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,1,347,0,0,0
pay_00002227,1468.29,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,0,1,913,0,0,0
pay_00002228,629.11,CREDIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,0,0,195,0,0,1
pay_00002229,634.84,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,1,968,0,0,0
pay_00002230,2139.15,CREDIT_CARD,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,0,1,939,0,0,1
pay_00002231,174.01,WALLET,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,101,0,0,0
pay_00002232,3597.94,UPI,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,0,305,0,0,0
pay_00002233,2968.49,UPI,RETAIL,10.5_VISA_EASY_PAYMENT,1,1,4,0,0,0
pay_00002234,1753.05,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,1,2,984,0,0,0
pay_00002235,1449.23,WALLET,RETAIL,10.4_FRAUDULENT_TRANSACTION,0,1,797,0,0,1
pay_00002236,3442.64,DEBIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,712,0,0,0
pay_00002237,407.46,NETBANKING,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,162,0,0,0
pay_00002238,223.39,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,240,0,0,0
pay_00002239,510.69,WALLET,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,393,0,0,0
pay_00002240,2474.04,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,186,0,0,0
pay_00002241,152.93,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,81,0,0,0
pay_00002242,1411.31,NETBANKING,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,586,0,0,1
pay_00002243,8184.83,NETBANKING,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,0,1,920,0,0,1
pay_00002244,3003.75,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,0,2,696,0,0,0
pay_00002245,1205.48,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,749,0,0,0
pay_00002246,198.63,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,726,0,0,0
pay_00002247,2770.1,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,0,1,81,0,0,1
pay_00002248,1470.61,UPI,TRAVEL,10.5_VISA_EASY_PAYMENT,1,1,735,0,0,0
pay_00002249,283.14,WALLET,TRAVEL,10.5_VISA_EASY_PAYMENT,1,0,876,0,0,0
pay_00002250,247.84,CREDIT_CARD,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,0,701,0,0,0
pay_00002251,3705.71,DEBIT_CARD,ELECTRONICS,13.3_NOT_AS_DESCRIBED,1,0,201,0,0,0
pay_00002252,1759.36,DEBIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,975,0,0,0
pay_00002253,2751.66,CREDIT_CARD,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,0,0,703,1,0,0
pay_00002254,3267.69,DEBIT_CARD,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,0,682,0,0,0
pay_00002255,1372.15,CREDIT_CARD,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,2,883,0,0,0
pay_00002256,1192.99,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,222,0,0,0
pay_00002257,944.3,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,17,0,0,0
pay_00002258,671.77,CREDIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,711,0,0,0
pay_00002259,955.32,DEBIT_CARD,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,1,238,0,0,0
pay_00002260,2330.03,WALLET,TRAVEL,10.5_VISA_EASY_PAYMENT,1,0,749,0,0,0
pay_00002261,1481.67,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,1,346,0,0,0
pay_00002262,3445.72,DEBIT_CARD,TRAVEL,10.5_VISA_EASY_PAYMENT,1,0,245,0,0,0
pay_00002263,978.81,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,0,0,450,0,1,1
pay_00002264,1501.26,DEBIT_CARD,GAMING,10.5_VISA_EASY_PAYMENT,1,0,304,1,0,0
pay_00002265,1596.69,UPI,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,1,733,0,0,0
pay_00002266,1443.62,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,113,0,0,0
pay_00002267,1919.19,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,454,0,0,0
pay_00002268,506.6,CREDIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,417,0,1,0
pay_00002269,1177.28,UPI,RETAIL,10.5_VISA_EASY_PAYMENT,1,1,806,2,0,1
pay_00002270,265.1,NETBANKING,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,1,257,0,0,0
pay_00002271,828.01,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,0,0,55,0,0,0
pay_00002272,1103.17,NETBANKING,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,3,439,0,0,1
pay_00002273,1684.3,DEBIT_CARD,TRAVEL,10.5_VISA_EASY_PAYMENT,1,0,138,0,0,0
pay_00002274,4609.62,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,372,0,0,0
pay_00002275,1476.88,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,1,823,0,0,0
pay_00002276,2141.49,DEBIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,607,0,1,0
pay_00002277,1158.64,CREDIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,0,1,125,0,0,1
pay_00002278,1608.11,CREDIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,24,0,0,0
pay_00002279,210.36,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,456,1,0,0
pay_00002280,540.33,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,1,796,0,0,0
pay_00002281,773.78,WALLET,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,1,92,0,0,0
pay_00002282,1059.39,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,496,3,0,0
pay_00002283,170.09,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,364,0,0,0
pay_00002284,326.28,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,1,563,0,0,0
pay_00002285,586.13,DEBIT_CARD,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,894,0,0,0
pay_00002286,5438.5,DEBIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,2,942,0,0,1
pay_00002287,703.74,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,712,0,0,0
pay_00002288,1086.79,UPI,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,2,157,0,0,0
pay_00002289,427.42,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,659,0,0,0
pay_00002290,1515.42,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,1,93,0,0,0
pay_00002291,594.18,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,0,1,379,0,0,0
pay_00002292,447.88,WALLET,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,719,0,0,0
pay_00002293,1190.28,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,1,2,479,0,0,0
pay_00002294,108.28,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,5,0,0,0
pay_00002295,111.54,NETBANKING,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,433,0,0,1
pay_00002296,470.9,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,1,92,0,0,0
pay_00002297,156.12,CREDIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,1,311,0,1,1
pay_00002298,271.48,UPI,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,46,0,0,0
pay_00002299,720.69,UPI,ELECTRONICS,10.5_VISA_EASY_PAYMENT,1,0,143,0,1,1
pay_00002300,2533.68,NETBANKING,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,762,0,0,0
pay_00002301,1373.12,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,456,0,0,0
pay_00002302,1178.21,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,996,0,0,0
pay_00002303,621.12,CREDIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,224,0,0,0
pay_00002304,4126.95,NETBANKING,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,167,0,0,0
pay_00002305,858.79,UPI,RETAIL,13.3_NOT_AS_DESCRIBED,1,0,999,0,0,0
pay_00002306,236.68,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,406,0,0,0
pay_00002307,1539.84,WALLET,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,2,318,0,0,0
pay_00002308,281.28,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,197,0,0,0
pay_00002309,735.19,DEBIT_CARD,TRAVEL,10.5_VISA_EASY_PAYMENT,1,2,842,0,0,0
pay_00002310,1162.12,CREDIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,671,0,0,0
pay_00002311,3209.86,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,0,0,933,0,0,0
pay_00002312,1120.48,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,0,1,663,0,0,0
pay_00002313,1917.3,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,736,0,0,0
pay_00002314,7504.02,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,0,0,728,0,0,1
pay_00002315,311.46,UPI,TRAVEL,10.5_VISA_EASY_PAYMENT,1,0,900,0,0,0
pay_00002316,581.82,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,299,1,0,0
pay_00002317,852.74,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,2,38,0,1,0
pay_00002318,921.83,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,1,655,0,0,0
pay_00002319,894.05,WALLET,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,11,0,0,0
pay_00002320,3672.62,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,1,281,2,0,0
pay_00002321,1977.82,WALLET,GAMING,13.3_NOT_AS_DESCRIBED,1,0,410,0,0,0
pay_00002322,1504.38,UPI,DIGITAL_SERVICES,10.5_VISA_EASY_PAYMENT,1,0,502,1,0,0
pay_00002323,655.23,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,551,0,0,0
pay_00002324,2704.12,UPI,RETAIL,10.5_VISA_EASY_PAYMENT,1,2,56,0,0,0
pay_00002325,4753.66,DEBIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,947,0,1,0
pay_00002326,2682.22,DEBIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,869,0,0,0
pay_00002327,102.35,UPI,ELECTRONICS,13.3_NOT_AS_DESCRIBED,1,0,356,0,0,0
pay_00002328,1617.56,NETBANKING,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,2,929,0,0,0
pay_00002329,178.73,UPI,GAMING,13.3_NOT_AS_DESCRIBED,0,0,112,0,0,0
pay_00002330,546.82,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,364,0,0,0
pay_00002331,192.05,WALLET,TRAVEL,10.5_VISA_EASY_PAYMENT,1,3,148,0,0,1
pay_00002332,1488.74,NETBANKING,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,1,498,0,0,0
pay_00002333,1840.36,WALLET,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,1,308,0,0,0
pay_00002334,282.38,UPI,TRAVEL,10.5_VISA_EASY_PAYMENT,1,1,546,0,0,0
pay_00002335,826.37,UPI,RETAIL,10.5_VISA_EASY_PAYMENT,1,1,301,0,0,0
pay_00002336,1013.86,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,332,0,0,0
pay_00002337,790.8,CREDIT_CARD,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,612,0,0,0
pay_00002338,293.5,DEBIT_CARD,TRAVEL,13.3_NOT_AS_DESCRIBED,0,0,772,0,0,0
pay_00002339,914.37,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,1,0,781,0,0,0
pay_00002340,2186.53,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,59,0,0,0
pay_00002341,210.48,UPI,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,323,0,0,0
pay_00002342,225.37,UPI,DIGITAL_SERVICES,10.5_VISA_EASY_PAYMENT,1,0,437,0,0,0
pay_00002343,757.23,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,505,0,0,0
pay_00002344,4363.89,UPI,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,1,401,0,0,0
pay_00002345,1756.52,DEBIT_CARD,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,0,1,455,0,0,1
pay_00002346,1802.93,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,378,0,1,0
pay_00002347,773.94,DEBIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,0,0,557,0,0,0
pay_00002348,1450.85,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,0,1,303,0,0,0
pay_00002349,115.27,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,1,206,0,0,0
pay_00002350,1616.3,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,0,2,864,0,0,0
pay_00002351,3767.73,NETBANKING,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,624,0,0,0
pay_00002352,1522.34,UPI,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,2,753,0,0,0
pay_00002353,3203.63,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,2,410,0,0,0
pay_00002354,2030.89,CREDIT_CARD,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,927,0,0,0
pay_00002355,292.7,UPI,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,880,1,0,0
pay_00002356,3591.14,DEBIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,124,0,0,0
pay_00002357,203.13,DEBIT_CARD,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,671,0,0,0
pay_00002358,1245.25,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,2,464,0,0,0
pay_00002359,329.97,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,316,0,1,0
pay_00002360,117.66,DEBIT_CARD,RETAIL,13.3_NOT_AS_DESCRIBED,1,2,513,0,0,0
pay_00002361,922.36,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,174,0,0,0
pay_00002362,624.42,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,2,802,0,0,0
pay_00002363,1098.3,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,218,0,0,0
pay_00002364,1391.28,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,0,2,694,0,1,0
pay_00002365,167.09,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,699,0,0,0
pay_00002366,296.88,DEBIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,0,0,606,0,0,0
pay_00002367,1326.85,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,41,0,0,0
pay_00002368,730.49,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,51,2,0,0
pay_00002369,2059.42,DEBIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,2,517,0,0,0
pay_00002370,1684.59,UPI,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,0,4,344,0,0,0
pay_00002371,2902.36,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,1,906,0,0,0
pay_00002372,1868.89,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,1,1,678,0,0,0
pay_00002373,943.0,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,2,931,0,0,0
pay_00002374,1776.54,NETBANKING,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,2,706,2,0,0
pay_00002375,583.16,DEBIT_CARD,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,0,989,1,0,0
pay_00002376,648.6,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,659,0,0,0
pay_00002377,2433.74,DEBIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,2,678,0,0,0
pay_00002378,987.02,CREDIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,437,0,0,0
pay_00002379,2502.06,NETBANKING,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,0,376,0,1,0
pay_00002380,2692.52,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,0,234,0,1,0
pay_00002381,3023.28,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,562,0,0,0
pay_00002382,3826.79,CREDIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,334,0,0,0
pay_00002383,945.77,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,860,0,0,0
pay_00002384,676.0,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,0,0,674,0,0,0
pay_00002385,1409.12,UPI,TRAVEL,10.5_VISA_EASY_PAYMENT,0,1,900,0,0,1
pay_00002386,795.85,DEBIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,1,61,0,0,0
pay_00002387,1478.47,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,1,879,1,0,0
pay_00002388,1934.15,WALLET,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,1,857,3,0,0
pay_00002389,1849.08,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,501,0,0,0
pay_00002390,803.93,CREDIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,759,0,0,0
pay_00002391,373.83,NETBANKING,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,0,247,0,0,0
pay_00002392,944.57,CREDIT_CARD,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,1,966,0,1,0
pay_00002393,330.77,NETBANKING,DIGITAL_SERVICES,10.5_VISA_EASY_PAYMENT,0,0,732,0,0,0
pay_00002394,3412.24,DEBIT_CARD,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,358,0,0,0
pay_00002395,736.69,UPI,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,1,393,0,0,0
pay_00002396,351.67,CREDIT_CARD,ELECTRONICS,10.5_VISA_EASY_PAYMENT,1,0,692,0,0,0
pay_00002397,138.67,UPI,RETAIL,10.5_VISA_EASY_PAYMENT,1,0,338,0,1,0
pay_00002398,1656.94,CREDIT_CARD,ELECTRONICS,13.3_NOT_AS_DESCRIBED,1,0,927,0,1,0
pay_00002399,1619.63,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,1,0,854,1,0,0
pay_00002400,724.65,DEBIT_CARD,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,1,68,1,0,0
pay_00002401,211.62,CREDIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,2,161,0,0,0
pay_00002402,890.51,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,612,0,0,0
pay_00002403,659.24,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,1,827,0,0,0
pay_00002404,1795.71,WALLET,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,1,419,0,0,0
pay_00002405,1496.27,UPI,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,0,269,0,1,0
pay_00002406,780.24,UPI,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,0,591,0,0,0
pay_00002407,468.64,UPI,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,2,189,0,0,0
pay_00002408,6738.78,WALLET,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,2,97,0,0,0
pay_00002409,1007.71,WALLET,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,1,988,0,0,0
pay_00002410,1848.45,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,304,0,0,0
pay_00002411,327.2,NETBANKING,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,866,0,0,0
pay_00002412,1097.1,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,0,1,166,0,0,0
pay_00002413,141.88,WALLET,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,961,0,0,0
pay_00002414,1156.18,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,566,3,0,0
pay_00002415,5087.08,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,159,1,0,1
